,year,Concept,county,pda,Variable,value,source
2020,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq3,16123.0,modeled
2021,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq4,18188.0,modeled
2022,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq1,32051.0,modeled
2023,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq2,23457.0,modeled
2024,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq3,20083.0,modeled
2025,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq4,26565.0,modeled
2026,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq1,31560.0,modeled
2027,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq2,24007.0,modeled
2028,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq3,21032.0,modeled
2029,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq4,28509.0,modeled
2030,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq1,32497.0,modeled
2031,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq2,24377.0,modeled
2032,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq3,21755.0,modeled
2033,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Downtown-Van Ness-Geary,hhincq4,30400.0,modeled
2034,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,12050.0,baseyear B
2035,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,9122.0,baseyear B
2036,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,7219.0,baseyear B
2037,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,7033.0,baseyear B
2038,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,13218.0,baseyear A
2039,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,9517.0,baseyear A
2040,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,6892.0,baseyear A
2041,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,7412.0,baseyear A
2042,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,15465.0,modeled
2043,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,8868.0,modeled
2044,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,7579.0,modeled
2045,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,9278.0,modeled
2046,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,16978.0,modeled
2047,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,9334.0,modeled
2048,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,8735.0,modeled
2049,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,13156.0,modeled
2050,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,19906.0,modeled
2051,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,9693.0,modeled
2052,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,9314.0,modeled
2053,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,14629.0,modeled
2054,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq1,28466.0,modeled
2055,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq2,10207.0,modeled
2056,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq3,10038.0,modeled
2057,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Eastern Neighborhoods,hhincq4,16267.0,modeled
2058,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,3887.0,baseyear B
2059,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3369.0,baseyear B
2060,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,2428.0,baseyear B
2061,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,1812.0,baseyear B
2062,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,4565.0,baseyear A
2063,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3307.0,baseyear A
2064,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,2292.0,baseyear A
2065,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,2013.0,baseyear A
2066,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,5553.0,modeled
2067,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3075.0,modeled
2068,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,2519.0,modeled
2069,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,2668.0,modeled
2070,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,5141.0,modeled
2071,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3541.0,modeled
2072,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,3049.0,modeled
2073,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,3826.0,modeled
2074,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,5093.0,modeled
2075,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3601.0,modeled
2076,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,3202.0,modeled
2077,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,4360.0,modeled
2078,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq1,4839.0,modeled
2079,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq2,3777.0,modeled
2080,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq3,3374.0,modeled
2081,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Market & Octavia,hhincq4,4625.0,modeled
2082,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,1382.0,baseyear B
2083,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,941.0,baseyear B
2084,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,144.0,baseyear B
2085,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,559.0,baseyear B
2086,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,3118.0,baseyear A
2087,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,851.0,baseyear A
2088,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,287.0,baseyear A
2089,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,631.0,baseyear A
2090,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,3568.0,modeled
2091,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,876.0,modeled
2092,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,562.0,modeled
2093,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,888.0,modeled
2094,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,2853.0,modeled
2095,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,1715.0,modeled
2096,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,1559.0,modeled
2097,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,2097.0,modeled
2098,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,2394.0,modeled
2099,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,1792.0,modeled
2100,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,1722.0,modeled
2101,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,2429.0,modeled
2102,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq1,2648.0,modeled
2103,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq2,1655.0,modeled
2104,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq3,1809.0,modeled
2105,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission Bay,hhincq4,2944.0,modeled
2106,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,6098.0,baseyear B
2107,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7199.0,baseyear B
2108,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,7114.0,baseyear B
2109,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,6537.0,baseyear B
2110,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,6221.0,baseyear A
2111,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7507.0,baseyear A
2112,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,6219.0,baseyear A
2113,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,6548.0,baseyear A
2114,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,6202.0,modeled
2115,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7175.0,modeled
2116,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,6380.0,modeled
2117,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,7550.0,modeled
2118,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,6972.0,modeled
2119,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7116.0,modeled
2120,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,6356.0,modeled
2121,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,8622.0,modeled
2122,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,6387.0,modeled
2123,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7332.0,modeled
2124,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,6659.0,modeled
2125,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,8805.0,modeled
2126,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq1,5954.0,modeled
2127,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq2,7578.0,modeled
2128,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq3,6765.0,modeled
2129,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Mission-San Jose Corridor,hhincq4,8909.0,modeled
2130,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,133.0,baseyear B
2131,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,92.0,baseyear B
2132,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,67.0,baseyear B
2133,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,106.0,baseyear B
2134,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,107.0,baseyear A
2135,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,93.0,baseyear A
2136,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,70.0,baseyear A
2137,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,101.0,baseyear A
2138,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,660.0,modeled
2139,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,98.0,modeled
2140,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,79.0,modeled
2141,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,116.0,modeled
2142,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,829.0,modeled
2143,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,341.0,modeled
2144,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,330.0,modeled
2145,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,419.0,modeled
2146,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,658.0,modeled
2147,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,410.0,modeled
2148,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,388.0,modeled
2149,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,488.0,modeled
2150,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq1,3551.0,modeled
2151,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq2,384.0,modeled
2152,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq3,435.0,modeled
2153,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Port of San Francisco,hhincq4,660.0,modeled
2154,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,661.0,baseyear B
2155,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,677.0,baseyear B
2156,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,634.0,baseyear B
2157,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,380.0,baseyear B
2158,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,773.0,baseyear A
2159,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,718.0,baseyear A
2160,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,561.0,baseyear A
2161,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,425.0,baseyear A
2162,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,1151.0,modeled
2163,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,707.0,modeled
2164,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,581.0,modeled
2165,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,504.0,modeled
2166,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,1919.0,modeled
2167,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,1067.0,modeled
2168,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,870.0,modeled
2169,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,984.0,modeled
2170,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,2411.0,modeled
2171,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,1085.0,modeled
2172,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,981.0,modeled
2173,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,1247.0,modeled
2174,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq1,2137.0,modeled
2175,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq2,1123.0,modeled
2176,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq3,1107.0,modeled
2177,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-San Francisco/San Mateo Bi-County Area,hhincq4,1580.0,modeled
2178,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,173.0,baseyear B
2179,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,155.0,baseyear B
2180,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,146.0,baseyear B
2181,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,218.0,baseyear B
2182,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,317.0,baseyear A
2183,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,283.0,baseyear A
2184,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,227.0,baseyear A
2185,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,309.0,baseyear A
2186,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,2157.0,modeled
2187,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,316.0,modeled
2188,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,257.0,modeled
2189,2015,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,394.0,modeled
2190,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,2447.0,modeled
2191,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,769.0,modeled
2192,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,833.0,modeled
2193,2030,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,1516.0,modeled
2194,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,1910.0,modeled
2195,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,991.0,modeled
2196,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,1010.0,modeled
2197,2035,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,1772.0,modeled
2198,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq1,1509.0,modeled
2199,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq2,1046.0,modeled
2200,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq3,1099.0,modeled
2201,2040,Househ. by Inc. Quartile,San Francisco,San Francisco-Transit Center District,hhincq4,2158.0,modeled
2202,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Treasure Island & Yerba Buena Island,hhincq1,113.0,baseyear B
2203,2010,Househ. by Inc. Quartile,San Francisco,San Francisco-Treasure Island & Yerba Buena Island,hhincq2,139.0,baseyear B
